ID;ACCOUNT_ID;CURRENCY;AMOUNT;DATE;DESCRIPTION;MCC_ID
2B434AEE-B5CA-45F8-89D0-29A7A60BC7AB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10.85;2020-01-12T19:04:00z;Financial Institutions – Merchandise and Services;CD96876D-C65A-44EE-B96C-ABA862FBA5D9
8004227F-22E9-4A51-9AE7-E863C217D895;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;21.68;2020-01-13T14:59:00z;Financial Institutions – Manual Cash Disbursements;E43D9729-185B-4C5D-BD40-A2AF687A978D
123CB8CC-6EC2-433A-BB8D-1D6C38DCC8AE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;15.56;2020-01-15T05:09:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
BE1F6123-BBCD-43EE-B831-AA5749DB8F3E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;68.56;2020-01-16T08:46:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
99879A89-4B52-4485-8D00-A30E31BF0BA7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;21.04;2020-01-17T09:55:00z;Household Appliance Stores;8E6BEB1B-A2DC-4E6D-9AB9-A34296208AB4
AE7A9BBC-B90C-405E-97F0-19A1F639DD3F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;5;2020-01-18T15:10:00z;Drugs, Drug Proprietors, and Druggist’s Sundries;8C4A1677-F71B-4F7C-8E79-BEADEE3A4D80
ED15AED7-96F9-44A0-B29C-5CAEB6FD0B07;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.4;2020-01-18T08:03:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
42FD82D4-D313-4C88-B098-E14BAB9D61E6;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;42.03;2020-01-19T19:24:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
B0208F29-2321-4540-9C42-CD23E61933F8;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;17.46;2020-01-24T16:54:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
52B9F3B7-A080-448F-B726-42E03F89A14E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.1;2020-01-25T08:23:00z;Glass, Paint, and Wallpaper Stores;0E9877FA-C2C9-4D6A-93A8-D0F3D88CFB5A
A579CA10-E5DE-43F1-8E6E-0157498485A2;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;54.18;2020-01-25T15:12:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
D8F0CDDC-A479-4D71-8366-3365D06C0AD0;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;157.86;2020-01-28T09:04:00z;Petroleum and Petroleum Products;E25906CC-17F2-46CE-AA0A-664208D55941
605C7C9F-9A8D-4460-A4EA-C23E2E33FB99;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;14.58;2020-01-29T18:31:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
0F5CDAC9-FEF5-4589-A977-0656FD633347;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.07;2020-01-30T06:32:00z;Book Stores;7754708B-1752-4FAB-80E3-398053E8033C
7C96F184-8771-4CDF-814F-BFFD0AE95A16;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;20.26;2020-01-31T00:25:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
6375295D-FFD2-46EF-B587-52BE9DF8E97C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10.28;2020-02-01T12:16:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
E98A4A43-7EC1-4F27-BC96-452C022E8872;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3;2020-02-01T23:11:00z;Drugs, Drug Proprietors, and Druggist’s Sundries;8C4A1677-F71B-4F7C-8E79-BEADEE3A4D80
3DB1F4CC-094E-4349-AC89-393D9DCEA60B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4.62;2020-02-01T04:11:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
822B89F2-71AF-47BD-BEDD-05991D8732E4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;108;2020-02-01T20:45:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
E5B5A8AD-B7FB-452B-9BD9-BDB03D322C60;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.66;2020-02-01T15:54:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
481889E2-F407-4914-9952-EE05BEE1BEEF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.29;2020-02-01T18:59:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
AE3FEA16-B2A9-44F8-B2D9-B4CD7EC6F2D7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;13.43;2020-02-01T14:51:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
3DAE2629-2ABE-48B2-9DC5-95156499A6FD;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.44;2020-02-01T19:10:00z;Candy, Nut, and Confectionery Stores;628BE403-2C12-4C64-AD10-AF7ACF840B3C
EB6A78C7-59F8-4559-93AD-25E0AB46A236;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;14.3;2020-02-01T07:42:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
8D976DBF-F269-487B-90BD-9054868C5A2A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;13.96;2020-02-03T10:35:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
6C54345D-9CBC-44EF-9087-3E547DEECD59;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;9.75;2020-02-03T12:03:00z;Veterinary Services;213CBF07-4E97-4AC1-B949-D4E9907D6FD7
3C87CA18-9901-4A68-8F9E-05BD0A3FE540;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.62;2020-02-03T21:31:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
8EB0DCA4-7EB2-4F8C-8508-12B4BA00D7BA;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;78.75;2020-02-03T23:32:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
F79A6346-2744-49A9-ADDA-B5AD1767CDE0;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;9.59;2020-02-03T14:32:00z;Cable and other pay television (previously Cable Services);D30124CE-4045-4EF8-B8F8-8B8DCE2CE710
1DEFF06D-F24A-4DDF-BC40-FAC2C03A63D6;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;9.89;2020-02-03T01:41:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
3B8E6CCF-970F-4AF5-9DE8-2B722D2F502D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;23.58;2020-02-04T21:02:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
C93E9CFA-182A-47BD-B403-0F538C4EF871;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;108.59;2020-02-04T12:53:00z;Miscellaneous and Specialty Retail Stores;AA80AD01-D653-4B62-9C16-7FBEBDCDA47B
F40DD7B8-8BB3-46FA-A29E-14F05080AB96;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;77.11;2020-02-04T12:07:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
03E0979F-5190-4FF4-AB8F-42B793D8D003;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.84;2020-02-05T20:53:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
798CA7C6-E98D-46CF-9AC8-88EC24A82BF4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;70.53;2020-02-05T08:30:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
4C7467B3-90CE-4095-81C9-1B66FF383232;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;14;2020-02-06T03:14:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
FB9EA236-DC4F-4BDC-A105-3551506D71DB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.7;2020-02-06T17:23:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
21824553-68BD-467B-B35A-7CA238A425F3;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.14;2020-02-07T19:54:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
0D0B59A3-3549-47BA-A3E4-1B5006B1C35A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;5.38;2020-02-08T00:30:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
CA239BC2-44A6-4482-9419-FC76C2E7DE9C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;31.86;2020-02-09T00:58:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
B32992D1-83F3-4669-A686-E0726ED0123B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;89;2020-02-10T01:45:00z;Service Stations ( with or without ancillary services);CE4473BA-8534-40C7-80C2-1781C11774A9
0D3DC2C3-57B4-4057-B856-23E953C7BDB2;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;80;2020-02-13T09:41:00z;Money Orders – Wire Transfer;B591E05E-F634-46C8-B63A-4ECE09703B22
26D4E740-9386-47F9-A1A5-E421CC1720FE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;7.34;2020-02-15T22:19:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
D3D17844-E8B7-4455-9166-F3D9DC59DF68;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;91;2020-02-17T15:52:00z;Shoe Stores;37AF8C3C-3677-40A8-9FF0-34CFAA81CBED
274566B9-7DE4-4381-8C8B-895E4CED9749;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;11.88;2020-02-18T03:11:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
1A31C780-1944-4C58-8A0C-6830EA11C4E7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;246.5;2020-02-18T10:46:00z;Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified);110DB874-77B6-4641-801B-97F442CAF803
0F030294-6E4E-458B-B9B2-674079D5345A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;13.26;2020-02-19T11:26:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
AA63FE52-0DA9-435D-BE45-B354E7D06A2C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;66;2020-02-20T04:19:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
2FE98994-9D36-4FF3-9CA4-B2CAAC49A76E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;82.96;2020-02-20T21:32:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
8F862C68-841A-44C4-B523-E2AC80A6C22B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;24.07;2020-02-21T06:16:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
792DE9E7-79E2-4820-86BD-159FD4922719;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;115.2;2020-02-22T05:00:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
92BE2EB7-31A8-4FA4-AF78-DCC3410D5B65;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;163.96;2020-02-23T00:58:00z;Family Clothing Stores;20B682B8-FC7C-40A9-8D71-563800BBC554
C0D4E781-6C29-418D-B5CA-E01550CB5792;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8;2020-02-23T21:46:00z;Miscellaneous Home Furnishing Specialty Stores;A861268A-BA8F-48D3-BAB6-1FB7F772D2CC
AD177374-3873-4426-A80C-4024E4153147;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;300;2020-02-23T06:33:00z;Miscellaneous and Specialty Retail Stores;AA80AD01-D653-4B62-9C16-7FBEBDCDA47B
62BF28C9-16E0-4E1C-8A6A-B5A4804008EA;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;12.72;2020-02-25T07:51:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
FFC63CD9-4BA2-45C1-B345-AFB3772213D7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.06;2020-02-26T17:35:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
18536F92-F941-4971-9F05-E550A9BDDCD9;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.84;2020-02-27T05:50:00z;Fast Food Restaurants;59B34239-11C6-446D-AE1B-1E7FC29C209D
8FD5A6A7-A5F9-4367-ABDC-FB9E033D995E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.8;2020-02-28T20:57:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
520CC13B-21C0-43D9-9C94-E34E7F94887E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;51.92;2020-02-28T09:17:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
15FB1FD7-31E3-4107-86F7-C5343322FFC5;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;6.47;2020-03-01T10:32:00z;Caterers;6FB08223-0FBD-4AEF-91B7-0CE3919388C7
1F31E1E7-014D-477F-84A8-FBD2069AB36B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8;2020-03-01T18:00:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
C62076EA-4E46-4FBC-AFAE-3F3D5AC2A3D3;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.18;2020-03-03T16:58:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
9D06B994-A459-4707-8167-4C03B8FECB0B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.94;2020-03-03T22:05:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
3E4C523A-FE84-4F52-9740-E27FC0475119;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;11.19;2020-03-03T14:36:00z;Cable and other pay television (previously Cable Services);D30124CE-4045-4EF8-B8F8-8B8DCE2CE710
AC153539-E799-47C9-9A46-90D4C1B85A27;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;87.04;2020-03-03T02:40:00z;Service Stations ( with or without ancillary services);CE4473BA-8534-40C7-80C2-1781C11774A9
C11BB9A8-AE68-419B-991E-91B3911AAAF4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.2;2020-03-04T11:48:00z;Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.;147DEE5E-D3EC-46F8-B6DE-159CB6D459CF
FC6C584A-32BD-45D4-8167-9823AC412725;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.48;2020-03-05T16:36:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
7249C01E-D7E9-486B-AF20-FC8CF8CC9598;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;19.38;2020-03-05T19:59:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
E8505E88-C0DA-40B0-B4B0-A1E1A82972ED;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.71;2020-03-05T20:29:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
3E39C76F-AF5A-4463-AF4C-455D302CA12C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.15;2020-03-05T17:03:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
CA60AD85-B8A5-46A6-9C50-EE8C596B9EFF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4.68;2020-03-05T03:20:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
C444F977-58F0-444B-AC1B-296159889D7B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;28.99;2020-03-06T12:24:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
AC0CD4EC-7DEF-42FD-BE89-7CB960E2787F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;27.95;2020-03-06T13:23:00z;Veterinary Services;213CBF07-4E97-4AC1-B949-D4E9907D6FD7
63D50EF0-AFDF-429D-8F6B-92631EF54E38;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8;2020-03-08T12:26:00z;Drugs, Drug Proprietors, and Druggist’s Sundries;8C4A1677-F71B-4F7C-8E79-BEADEE3A4D80
8AF4105A-58B5-4BF6-9384-384C9B5F4C25;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;22.37;2020-03-08T02:58:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
8D35876E-E907-4A7D-8305-3602457CD544;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.88;2020-03-08T09:59:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
501EB76E-2FC7-4591-A290-9CC6E1245AF0;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10.5;2020-03-08T14:25:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
7D35E3E7-01D5-4ED9-9FC1-38622E3CE48D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;39.98;2020-03-08T03:40:00z;Book Stores;7754708B-1752-4FAB-80E3-398053E8033C
31027723-CC71-454A-8F77-0DBC85C9B43E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.92;2020-03-09T08:30:00z;Misc. Food Stores – Convenience Stores and Specialty Markets;A59151DD-76B9-4796-B676-643F0E5AF42D
951CB685-2174-4A0D-8BAB-595951E6915C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;210.34;2020-03-09T00:17:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
F26C3F69-7644-4A92-B2C1-55B078412DD4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;32.43;2020-03-10T09:11:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
B412A659-68AC-4D8F-90AD-7AA0FAB55084;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.54;2020-03-12T19:33:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
3F35CD1C-F1BC-4A52-8443-60278DE49097;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;12;2020-03-16T09:50:00z;Legal Services and Attorneys;3776517D-B9AE-4FC0-8D7E-C355FF91B26B
45036E8B-EC73-49FC-9084-80B269DC5C6D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;6.55;2020-03-17T18:34:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
6CCEE29A-58B0-4DE2-90D1-617E2F64B6D3;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.1;2020-03-18T08:35:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
5BB36C29-8FE2-4893-9253-AC6591642BAF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;75.04;2020-03-18T05:05:00z;Men’s Women’s and Children’s Uniforms and Commercial Clothing;2631CC06-BA08-455C-A141-159345613BFD
FC4AF001-FDC2-4E34-8F1A-8754743F6DED;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;108.68;2020-03-20T07:46:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
C87321C2-193F-43A9-9541-B11185EBB52F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;11.79;2020-03-22T17:02:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
3F349C4B-7447-4F8A-BA70-81A327166207;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.43;2020-03-23T02:42:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
ED3CF67C-83A0-470B-B1F0-4C22BD1962E2;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;28;2020-03-24T20:24:00z;Civic, Fraternal, and Social Associations;29C804C8-1DB9-4A31-BC7F-E79B7739F82E
D380297C-30A6-4B25-83D8-3ED9D06A388F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10.39;2020-03-26T11:14:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
9F9CC1E0-CBBB-4524-BF6F-3301FCAEDA6E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;105.3;2020-03-26T13:21:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
B12CF657-9A6E-48C3-B618-CC457CF85A06;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;142.56;2020-03-26T08:07:00z;Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified);110DB874-77B6-4641-801B-97F442CAF803
AB40B2ED-74DC-4C27-8F46-AB63FCCB0D61;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;60;2020-03-27T23:22:00z;Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified);110DB874-77B6-4641-801B-97F442CAF803
C5B237B3-6229-4B6A-BC81-EC4D3000B21C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;65.47;2020-03-27T08:45:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
83AEB18E-EB19-4824-9913-A35FF4C88882;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.88;2020-03-28T23:30:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
D649041E-BB3A-4D2C-B990-E14F4BFC5990;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;325.8;2020-03-28T08:36:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
CE96F021-F01A-49C9-9AD2-6B588DD5DA6A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;22.5;2020-03-28T17:32:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
B841B639-29F5-4DF1-9D85-2C8CE00B8C32;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;23.67;2020-03-28T18:01:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
2EAD72B1-92E5-4559-8F08-CB5C788154CE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;15;2020-03-28T12:21:00z;Legal Services and Attorneys;3776517D-B9AE-4FC0-8D7E-C355FF91B26B
E4EF9CF3-2B58-4E6B-9371-9ADF7E8F3BA7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.65;2020-03-29T09:11:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
646D06BA-0EEB-4F48-888B-88D2138A356B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;54;2020-03-29T17:08:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
10773942-F872-46D4-BDED-1673F3F557EF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;20.88;2020-03-29T20:30:00z;Orthopedic Goods Prosthetic Devices;A56C74CA-5E76-46B5-8D10-1C85A0691787
